text,label
college football's 5 unexpected heisman trophy hopefuls,0
new roommate excited to bring robust puttering experience to apartment,1
august 9: a day of repentence,0
stephen colbert teases viewers with spoof interview of donald trump's 'top cop',0
here's yet another way to get paid to travel this summer,0
leslie jones confirms she's 'moved on' from milo yiannopoulos harassment,0
raid recalls entire line of insecticide after realizing food chain would collapse without bugs,1
passion with which child demanding balloon actually kind of inspiring,1
8 do's and don'ts of religion-themed halloween costumes,0
3 things i needed to hear when i weighed 300 pounds,0
the inspiration of muhammad ali: a black-american muslim perspective,0
listen to this 911 call and decide for yourself if turkeys have declared war,0
report: your father currently typing 'naked women' into yahoo images search bar,1
word origins as comics: what makes the news easy to swallow,0
every new yorker found murdered,1
pregame foolishly squandered on actually planning out evening,1
nurturing mama: 5 ways that taking care of yourself is a gift to your child and family,0
domino's surprises customer with nice steak dinner,1
man tentatively takes shot at bad-mouthing girlfriend's family for first time,1
republicans ready for december shutdown as boehner exits,0
catherine zeta-jones happy to see people on internet would still hit that,1
presidential commission announces no candidates met threshold to compete in second debate,1
face it: ted cruz won the republican debate,0
"in 'informed consent,' a native american tribe's battle is recreated off broadway",0
woman knows exactly which knife she'd grab out of cutlery drawer in event of home invasion,1
a trainwreck of bad refereeing just saved the nba playoffs,0
6 new jersey newspapers call on christie to resign,0
7 awesome pot pie recipes you need to make now,0
the 14 principles of a future organization,0
sen. hatch says trump allegations not serious enough that scales should fall from eyes revealing what madness we have begotten,1
"4 dead, 12 critically injured in seattle bus crash",0
"the most problematic punctuation mark, explained",0
"huckabee sanders warns stormy daniels' disclosures just steamy, sexy distraction from real issues",1
when will we let sienna miller graduate from playing wives stuck at home?,0
5 things psychologists wish their patients would do,0
twister seat could make flying coach way more comfortable,0
schools enact positive change with drama therapy,0
marine hopes to spend second tour of duty on different baghdad city block,1
new hampshire looking increasingly out of reach for donald trump,0
'what happened' and moving on from the 2016 election,0
chris christie: trump's waffling on his signature issue shows he's presidential,0
"'secretary clinton is a different person than donald trump,' says bernie sanders in ringing endorsement",1
"reeva steenkamp can 'rest in peace' after oscar pistorius' sentence doubled, her family says",0
report: what you just said reminds man of thing he'd rather talk about,1
a review: 'one teen story',0
fox news guest: san bernardino shooting raises questions on 'state of feminism in muslim america',0
cash back incentives:  a winning strategy for health insurers and consumers,0
trump is delivering the politicized judiciary republicans dreamed about,0
frustrated nation out of ideas to solve gun violence problem except for all the obvious ones,1
what happened at a texas frat when they thought no one was watching,0
report: some people wake up when it's still dark outside,1
man who enjoys thing informed he is wrong,1
forged federal document complicates a growing fight over national monument designation in utah,0
michelangelo the teenage mutant ninja turtle went to the met to see michelangelo,0
"closeted soldiers getting in last clandestine rendezvous before 'don't ask, don't tell' repealed",1
slain cop had only 37 years until retirement,1
high school bully ready to unload summer vacation's worth of abuse,1
kid with massive head probably psychic,1
fcc chair unveils premium comment line to fast-track net neutrality complaints for $49.99 per month,1
2 stabbed at party in wu tang clan founder rza's home,0
10 of the best cyber monday tv deals you'll actually want to shop,0
gay bishop announces divorce,0
pelosi: 'we must fight even harder against trump's authoritarian impulses now that we've voted to enable them',1
attempt to buy gift for boyfriend results in hatred of boyfriend,1
needle-exchange program attracting 'druggies',1
george takei apologizes for calling clarence thomas a 'clown in blackface',0
ups guy hasn't heard a doorbell like that one in a while,1
an important reminder that the pay gap is not just a 'women's issue',0
sponsor drops broncos' brandon marshall after national anthem protest,0
"this ned flanders-themed band is now the best band (sorry, all other bands)",0
eric trump poses with carcass of safari guide shot on african hunting trip,1
florida atheist sets up anti-trump festivus pole at city's christmas display,0
"friend insists you just have to climb ladder, hop gap, scale wall to see the view from apartment's roof",1
ruby rose and what makes gender non-conforming 'sexy' (or not),0
mark zuckerberg touts complete lack of cannibalism on facebook live so far,1
the most powerful word in the english language: hope,0
fda launches food awareness month to get americans interested in eating,1
boss came to work today dressed as guy who fires sean,1
rebel grandma sneaks out of care home to get a tattoo,0
will smith and alfonso ribeiro had a 'fresh prince' reunion,0
watch live:  equal pay day rally with powher ny at city hall,0
jeff bezos' heart breaks a little reading albany's amazon headquarters pitch,1
latinos and the 2014 elections: five reasons to vote in november,0
a triple amputee's dream wedding brings community together,0
